coord_x,coord_y,timestamp_unix_ns,timestamp_readable,anchor_0_local_x,anchor_0_local_y,anchor_0_local_z,anchor_0_distance_m,anchor_0_azimuth_deg,anchor_0_elevation_deg,anchor_0_data_age_ms,anchor_1_local_x,anchor_1_local_y,anchor_1_local_z,anchor_1_distance_m,anchor_1_azimuth_deg,anchor_1_elevation_deg,anchor_1_data_age_ms,anchor_2_local_x,anchor_2_local_y,anchor_2_local_z,anchor_2_distance_m,anchor_2_azimuth_deg,anchor_2_elevation_deg,anchor_2_data_age_ms,anchor_3_local_x,anchor_3_local_y,anchor_3_local_z,anchor_3_distance_m,anchor_3_azimuth_deg,anchor_3_elevation_deg,anchor_3_data_age_ms
2,0,1758015498160802606,2025-09-16 17:38:18.160,680.8529,166.9815,-52.5877,703.0000,-13.78,4.29,464.4,,,,,,,,,,,,,,,,,,,,,
2,0,1758015498140114300,2025-09-16 17:38:18.140,,,,,,,,,,,,,,,,,,,,,,39.5903,-66.6247,-134.2339,155.0000,59.28,60.00,485.3
2,0,1758015498258549119,2025-09-16 17:38:18.258,,,,,,,,,,,,,,,188.8274,221.4013,-236.5390,375.0000,-49.54,39.11,453.8,,,,,,,
2,0,1758015498348224559,2025-09-16 17:38:18.348,,,,,,,,397.3090,-427.7200,-129.6347,598.0000,47.11,12.52,415.6,,,,,,,,,,,,,,
2,0,1758015498333716664,2025-09-16 17:38:18.333,,,,,,,,,,,,,,,,,,,,,,39.5967,-64.8699,-131.6359,152.0000,58.60,60.00,484.2
2,0,1758015498425313602,2025-09-16 17:38:18.425,,,,,,,,,,,,,,,189.9726,211.7354,-250.4387,379.0000,-48.10,41.36,454.6,,,,,,,
2,0,1758015498484823960,2025-09-16 17:38:18.484,678.8081,170.6812,-65.5474,703.0000,-14.11,5.35,457.6,,,,,,,,,,,,,,,,,,,,,
2,0,1758015498536025453,2025-09-16 17:38:18.536,,,,,,,,,,,,,,,,,,,,,,62.6988,-45.5534,-134.2339,155.0000,36.00,60.00,466.9
2,0,1758015498586069714,2025-09-16 17:38:18.586,,,,,,,,,,,,,,,170.1576,203.5640,-266.4284,376.0000,-50.11,45.12,464.4,,,,,,,
2,0,1758015498646823627,2025-09-16 17:38:18.646,681.7392,171.2663,-38.9303,704.0000,-14.10,3.17,456.0,,,,,,,,,,,,,,,,,,,,,
2,0,1758015498708038726,2025-09-16 17:38:18.708,,,,,,,,405.8473,-422.1799,-121.0624,598.0000,46.13,11.68,457.7,,,,,,,,,,,,,,
2,0,1758015498733517745,2025-09-16 17:38:18.733,,,,,,,,,,,,,,,,,,,,,,49.2988,-59.1492,-133.3679,154.0000,50.19,60.00,490.3
2,0,1758015498744289088,2025-09-16 17:38:18.744,,,,,,,,,,,,,,,168.4701,204.6615,-266.6598,376.0000,-50.54,45.17,479.7,,,,,,,
2,0,1758015498808833628,2025-09-16 17:38:18.808,678.9900,158.0434,-50.9502,699.0000,-13.10,4.18,415.2,,,,,,,,,,,,,,,,,,,,,
2,0,1758015498888541649,2025-09-16 17:38:18.888,,,,,,,,439.1203,-358.6485,-186.9588,597.0000,39.24,18.25,412.5,,,,,,,,,,,,,,
